EmployeeID,Experience,EducationLevel,PerformanceScore,Age,Department,Gender,WorkHours,Salary
71917,11,3,4.27,58,Finance,Male,60,79512.83350021712
21737,40,3,3.58,36,IT,Female,32,86581.53855023652
24462,1,1,4.8,30,Finance,Male,58,90402.49426194736
59317,34,3,3.71,21,IT,Female,53,117518.9087967766
6655,20,3,4.85,63,Sales,Female,57,66162.74151424177
2844,10,4,2.75,46,Marketing,Female,45,64917.39417632208
33157,18,3,4.07,23,Sales,Female,33,88095.04468900723
45130,31,4,2.81,30,HR,Male,44,53524.37133722262
66488,18,2,3.32,53,Sales,Male,47,97843.83856750642
50768,24,2,4.23,45,Marketing,Male,38,73588.8198022181
57151,23,1,1.76,61,Marketing,Male,42,82849.78481527884
18074,39,1,4.48,37,Finance,Female,52,77183.25077271769
93406,19,2,1.13,21,Marketing,Male,32,84794.40404227619
15672,27,3,4.54,61,Sales,Male,32,74194.87455717288
96321,33,1,4.86,64,Marketing,Male,41,61234.41204259617
88457,18,4,3.1,63,Marketing,Female,41,81566.29779699787
67311,10,2,3.55,36,Finance,Female,49,103935.76839871214
92429,20,3,3.42,46,Finance,Female,52,116962.31817933611
17092,26,4,1.15,60,Marketing,Male,50,66223.24627357848
2103,34,1,2.22,30,Finance,Female,34,92672.73145201163
72869,27,1,2.76,53,IT,Female,34,61829.13557878737
63223,13,4,2.87,49,Finance,Female,54,94190.25998192803
93587,4,1,3.11,35,Sales,Female,56,60938.70817536282
85342,8,1,3.3,29,Marketing,Male,49,63003.198784747256
59454,6,4,3.29,38,Finance,Male,50,80495.13679341691
27785,28,4,2.45,21,HR,Female,31,62236.72069445013
12316,5,1,3.4,54,Marketing,Male,49,85688.84153823809
28608,39,2,1.28,35,Finance,Male,47,57223.57899335868
93169,28,1,2.81,47,HR,Female,58,59748.62038634829
82030,3,4,4.53,46,Sales,Female,37,92358.55021842329
74380,9,2,2.94,48,Marketing,Female,59,47728.76922836772
47343,33,1,4.47,44,Marketing,Male,32,78866.30660958195
42147,36,4,1.83,41,IT,Female,35,66414.90873307621
89813,9,4,3.63,57,Finance,Male,36,75564.00134517832
7708,16,2,1.39,43,Sales,Female,34,79165.88773765821
1251,1,2,4.6,29,Marketing,Female,40,96124.08320235065
16522,33,3,2.69,39,IT,Male,38,107100.1621309043
30768,27,1,3.78,24,Sales,Female,36,58451.84618345286
40000,20,3,2.9,52,IT,Male,34,85046.78715439087
80137,25,4,3.21,59,Marketing,Female,32,70630.37308117651
88935,35,4,1.24,44,IT,Female,54,67560.03037880565
57562,36,3,4.06,44,Sales,Male,51,69250.04615160092
75948,2,4,4.29,61,Marketing,Male,59,56806.608139724136
18905,19,1,4.93,58,Finance,Female,47,88389.24941794481
5138,12,4,2.4,36,IT,Female,56,93228.28412889919
47917,19,4,3.96,32,HR,Female,41,78791.80945275431
47621,9,2,1.71,44,IT,Male,59,85755.25976566796
85558,19,2,1.95,48,Marketing,Female,55,43011.18168979201
13017,39,2,2.49,23,IT,Male,39,102734.14334715833
67446,20,2,1.89,46,Finance,Male,57,98179.95612912878
441,26,3,2.21,28,Finance,Male,42,101688.5859381219
71352,9,1,4.7,42,Finance,Female,60,109656.22377600725
86716,6,2,1.05,34,Sales,Male,42,67171.66152714613
287,32,2,3.14,47,Sales,Male,37,56434.935616858944
92644,33,3,3.03,37,HR,Female,36,40815.973594393145
81883,5,2,3.0,39,Marketing,Female,57,50455.80096189967
47043,9,3,3.97,33,Marketing,Male,49,82629.88120527077
11347,27,2,1.29,32,Sales,Male,35,83765.9933429658
59223,13,3,4.33,54,Finance,Female,48,107866.70421728742
54245,5,1,2.65,27,Finance,Female,51,95508.5894966774
74818,5,2,3.85,60,Marketing,Male,46,45073.28781058419
38168,22,1,3.49,46,Marketing,Male,30,55485.42473330691
9683,29,3,4.8,27,HR,Female,56,56920.61250860741
20635,23,3,4.67,64,IT,Male,56,83188.41687447796
26261,35,2,3.31,24,IT,Female,31,91141.96229388687
56547,18,1,1.07,59,IT,Male,51,55372.399688655205
5746,9,1,4.37,52,Finance,Female,44,102094.60100676342
39505,5,1,2.6,27,IT,Female,34,75818.91900118772
96562,28,4,2.32,33,Marketing,Female,57,59247.8194609892
93426,33,2,3.47,24,IT,Female,60,74805.99335658207
61173,35,3,4.76,25,Sales,Male,59,63059.93317358024
39379,28,1,4.21,53,Marketing,Female,51,55275.22227885087
65753,7,1,1.44,57,Sales,Male,33,73681.4640460722
66019,12,2,2.24,56,Sales,Male,54,68327.54065238425
84962,14,2,4.27,29,Sales,Female,43,80045.46056032571
89682,37,1,4.82,58,Finance,Female,45,71462.4657267119
80592,12,2,1.27,30,HR,Female,58,46157.020889576415
12248,17,2,3.6,22,Finance,Female,39,77917.8431032895
34504,7,1,4.53,65,Marketing,Female,35,51969.777499363554
40934,7,2,2.19,39,IT,Male,58,108887.52372264762
69676,33,3,2.18,46,Finance,Male,59,103165.3606359027
34933,34,1,4.28,62,Marketing,Male,47,73641.77306978503
61475,7,4,4.6,39,HR,Female,52,78041.72936685654
19057,35,1,4.26,25,Sales,Female,32,88533.0740664209
97637,21,4,4.23,51,HR,Female,33,82331.9489373645
10354,32,3,1.73,20,Marketing,Male,51,58875.6138230396
25482,36,4,2.78,38,IT,Female,36,127900.91030829903
54891,14,1,3.01,30,Marketing,Male,36,83744.10421650606
96870,33,2,2.3,36,Marketing,Female,52,53779.01331037601
71896,11,1,4.36,60,HR,Female,33,67994.61516938766
11443,12,3,2.58,60,Sales,Female,37,67798.96887963753
48809,1,3,2.43,35,Sales,Female,53,58680.20906090189
66822,10,2,1.31,41,IT,Male,46,70288.26071189149
26413,3,2,2.71,63,HR,Female,55,79045.07759589868
77532,31,1,4.6,41,Finance,Male,54,64034.874284482066
30258,28,3,4.79,37,IT,Male,51,108168.00399322719
694,15,3,4.71,35,Marketing,Female,48,84068.62351715846
56368,6,3,2.71,52,Sales,Male,33,67456.88233916079
96058,16,3,3.0,46,Marketing,Male,38,56038.06961081972
27629,33,4,1.92,60,IT,Male,54,81360.62313489224
19036,16,2,3.72,42,HR,Female,38,66033.37732411073
78256,6,1,2.76,62,Sales,Female,60,49277.56844541298
1595,28,2,3.05,50,Finance,Male,44,80343.04039487072
90536,30,4,3.91,30,Marketing,Male,54,60156.43257979346
7917,18,4,2.46,30,Marketing,Male,50,72575.09189594776
37317,12,1,3.6,51,Marketing,Female,51,78307.18656137641
49579,7,2,4.81,57,HR,Male,45,51659.63686882082
15251,25,3,3.64,30,IT,Female,42,80535.49735595568
75525,30,3,2.57,24,Sales,Male,50,68088.02790591745
71772,14,1,3.49,23,Sales,Female,55,46811.32345496058
34110,37,3,3.27,29,Sales,Female,60,91271.07279054284
91922,29,1,4.24,65,IT,Male,37,80219.32596943484
33076,10,2,4.29,37,Marketing,Female,57,48554.06877110079
98404,15,4,2.51,41,Sales,Male,37,72411.77021603464
44759,32,4,2.07,59,Sales,Female,36,69871.48203747207
6679,29,3,3.82,25,IT,Male,56,104591.560430496
89648,23,1,2.24,55,HR,Female,35,56037.90933053142
78766,29,4,3.88,23,IT,Female,38,106958.46428902198
31313,24,2,1.41,49,Sales,Female,54,75299.33127529247
46007,17,4,2.82,23,Finance,Female,39,84931.10293150168
68629,3,2,1.99,23,HR,Female,43,58393.19550229878
42129,33,4,4.27,33,IT,Male,57,122473.77815267604
85076,32,3,1.17,39,Marketing,Male,51,67388.67908272122
78774,2,2,4.05,58,HR,Male,59,66056.58087045567
45966,37,3,4.35,62,Finance,Female,46,76005.83118609696
97453,27,4,4.82,56,HR,Female,51,56138.712766174416
65545,24,4,4.37,48,Sales,Male,31,92418.89912873197
9974,2,2,2.35,34,HR,Female,50,78767.31052643474
27770,35,1,1.42,48,IT,Female,37,112723.6997212895
28783,19,1,4.62,30,Finance,Female,34,62612.918005726264
31226,1,1,4.33,40,IT,Male,35,83186.62532353314
75497,30,2,2.76,48,IT,Female,49,68306.18142108846
96010,28,1,1.03,63,Sales,Male,32,84906.53369961944
10085,16,3,2.31,47,IT,Male,47,118931.50246522426
65989,5,2,1.15,45,Marketing,Male,33,86198.94308322675
73666,16,2,1.29,47,IT,Male,41,62615.173379111875
1556,24,1,3.27,30,Marketing,Female,47,86198.0296005283
82486,12,3,4.37,56,Finance,Female,57,113083.18929402475
44637,32,3,3.66,57,IT,Female,36,126939.17451611851
94537,28,4,2.28,65,Finance,Male,52,93577.97906279033
71347,4,3,3.49,57,HR,Female,56,80187.05400448214
32509,7,1,3.13,57,IT,Female,59,77758.72648344291
75083,3,3,4.01,46,Sales,Female,60,73339.39875547861
35860,10,3,1.82,26,IT,Male,33,106395.22155744591
74061,10,1,1.17,59,Sales,Male,47,85262.82828177029
39500,35,2,4.76,20,IT,Female,50,118151.07664544773
46975,30,3,3.97,37,Sales,Male,41,65664.8431315991
9523,4,1,4.79,57,IT,Male,55,63776.55476350812
13046,15,2,1.7,46,Sales,Male,34,76445.75989808413
95100,16,1,1.59,47,Marketing,Male,36,68352.10590987613
76538,21,4,3.35,31,Finance,Female,52,95823.97397302446
16499,35,2,1.41,35,HR,Male,47,44766.83311949346
44000,15,2,2.14,22,IT,Male,35,125444.04615868357
80914,5,1,4.67,44,Finance,Male,59,77419.42012139565
80427,25,2,3.21,42,HR,Female,42,54049.62772277344
85651,25,1,4.25,47,IT,Male,51,95070.34178567998
34425,34,1,2.19,47,Marketing,Male,40,64438.12248237517
98096,24,4,2.38,64,Finance,Female,54,92327.10023077489
82644,17,4,1.96,31,Finance,Male,57,107074.93313319699
14753,2,1,3.3,29,Sales,Female,31,55136.92161784408
79817,33,1,4.91,53,Sales,Female,57,73261.9758987071
13337,32,3,2.83,55,Sales,Male,47,60413.06539950176
42876,20,4,2.21,23,Marketing,Male,33,60145.624561443474
47678,24,3,2.86,35,Finance,Female,46,95536.95759235474
40211,18,2,4.63,63,Marketing,Male,32,58717.6768514259
38371,18,1,2.34,57,IT,Male,48,81907.75159730307
36485,38,1,4.44,33,Sales,Female,57,57640.960507105054
74419,32,4,1.82,47,Sales,Male,44,87007.5946502629
92019,1,4,1.05,64,Marketing,Male,33,50460.47812369916
66946,16,4,4.21,54,HR,Female,33,77926.71664067115
36488,19,2,4.33,44,HR,Male,43,76624.85291980958
59281,23,4,1.21,38,Sales,Male,42,69216.58983594202
50936,16,1,1.06,58,HR,Female,37,61050.19550129473
22102,10,4,4.52,34,HR,Male,52,70484.60613968191
97727,8,2,1.66,29,Marketing,Female,43,52370.07650354936
6862,28,1,4.86,20,IT,Female,43,91384.10762644696
42727,30,2,2.35,33,Sales,Female,39,84597.04324318198
42014,17,1,4.01,41,Sales,Female,34,73021.28523440947
44164,37,3,3.4,26,Finance,Male,40,117287.28467957028
84050,11,1,3.22,54,IT,Male,37,92963.38215126164
17044,22,2,4.63,45,Marketing,Male,50,51054.56678529214
12633,39,2,4.0,35,IT,Male,45,118074.52566741094
92960,33,2,1.83,28,Marketing,Female,41,82108.3273489566
26643,20,3,4.41,59,HR,Male,30,88769.03182406709
87659,7,2,1.1,56,Marketing,Female,55,85782.78047472672
59339,38,2,1.13,60,IT,Male,45,118383.82514773878
2924,21,2,3.78,24,IT,Female,51,68897.55654722585
65515,38,4,2.31,44,Marketing,Female,54,51617.37045629165
3748,31,3,4.86,57,Finance,Male,57,106413.79901624931
31401,13,4,2.38,60,HR,Male,58,64094.09217007244
52135,23,1,3.88,49,IT,Male,44,67270.64645956473
46902,17,2,3.49,22,IT,Female,57,96533.37456444999
86100,15,3,4.81,23,Finance,Male,59,98278.42380383928
62251,11,4,4.67,54,HR,Female,33,74706.19794038028
68781,27,2,4.81,30,IT,Female,59,93257.68996559882
18053,38,4,3.58,51,Marketing,Male,60,52581.70529379804
24536,35,3,2.0,25,Finance,Male,53,63612.23364892001
45055,38,2,1.79,32,Finance,Male,42,110775.87614433118
17236,15,2,2.63,50,Finance,Male,45,68371.77108661417
77057,9,1,4.85,22,Finance,Female,33,97826.15113845948
78779,23,4,4.56,64,HR,Female,55,74708.11391289573
32295,38,2,2.22,41,Sales,Female,43,75526.96494291344
72861,3,3,1.87,51,Sales,Male,60,77365.15095803494
70358,5,4,4.7,24,Marketing,Female,50,67536.53425961231
28052,32,1,3.12,25,Sales,Male,60,62504.425962488145
91740,30,1,1.36,43,Marketing,Male,46,55774.04883795926
64382,32,2,4.73,48,Sales,Male,57,94020.56202959825
2842,26,3,4.89,23,Finance,Female,52,91324.79567002105
40533,39,2,1.61,20,HR,Female,45,35697.4415264109
25710,39,3,3.32,21,IT,Female,55,108333.91656204562
33541,20,4,4.11,41,Sales,Male,52,81196.12077267085
92391,3,1,3.24,36,IT,Male,41,123132.35221711811
19128,28,2,3.86,55,Finance,Male,50,100309.3919657373
32161,1,2,1.09,60,HR,Female,45,81529.7754749708
95697,13,1,1.08,48,Finance,Female,38,87024.36032021618
24238,6,4,4.1,21,Finance,Female,50,98025.74114391385
73420,31,1,2.01,32,HR,Female,59,47291.398668601134
15156,2,2,2.22,54,Finance,Male,47,69711.8728061396
8096,32,2,3.51,27,IT,Female,49,75439.36095554027
14312,4,3,3.57,57,Marketing,Male,32,60246.99215086194
78378,13,2,2.74,59,Marketing,Male,41,49719.373009209325
93997,24,1,3.78,58,Marketing,Male,51,52601.89596225201
46869,37,3,3.12,58,Marketing,Male,48,53729.799841017455
70597,7,1,2.36,41,HR,Male,55,63665.3165574302
89592,37,1,2.62,60,IT,Male,52,87413.1691709046
16430,21,1,4.59,33,Sales,Female,54,82801.64901682123
72374,17,1,2.69,37,Sales,Male,59,65604.68336200052
31304,12,2,4.07,20,Sales,Female,56,85303.67803472132
1347,36,1,2.89,37,HR,Male,39,46488.50628984192
51826,40,4,1.82,63,Finance,Male,34,113197.26780343005
65864,5,4,2.89,64,Marketing,Female,52,62518.66511121059
59764,39,1,2.18,51,Marketing,Female,40,57882.432118073484
74489,7,4,2.49,33,Marketing,Male,42,80765.1350960345
92426,34,1,1.58,20,HR,Male,48,48925.48931778505
73520,8,4,3.55,33,Marketing,Male,35,64226.3848974048
53523,40,1,4.06,39,Marketing,Female,43,53374.04612918445
95431,19,4,1.82,20,Marketing,Female,37,74839.2815472862
48364,26,4,2.4,31,Marketing,Female,52,45573.693518182205
43290,17,2,1.73,65,Finance,Male,52,91483.85413238048
47450,31,3,4.55,65,HR,Male,49,84542.0497567282
96159,8,4,1.05,54,Finance,Male,43,111838.85323751859
44068,15,4,4.54,47,Marketing,Female,59,71434.97090992183
85004,36,3,3.79,39,Marketing,Male,34,68892.3529605814
84216,20,3,2.0,53,IT,Male,48,99528.2818414502
34404,37,2,1.84,59,Marketing,Female,40,75231.0873360131
67492,6,2,2.66,44,Sales,Male,57,77184.43444064804
13188,15,3,1.51,37,Marketing,Female,50,68946.40456595525
61313,24,4,3.84,65,HR,Female,49,55343.68057176036
9413,17,2,4.74,32,Marketing,Male,48,59044.82648787576
73513,33,2,1.14,35,Marketing,Male,39,76644.50941008261
18393,37,3,2.71,37,HR,Female,44,62467.1382433102
11424,10,2,2.4,22,Finance,Male,31,95011.5088073094
5916,5,2,1.6,56,Marketing,Male,36,62125.93893893072
63738,11,3,1.52,25,Marketing,Male,47,82814.27188139466
50773,11,4,4.99,30,IT,Female,52,130031.0088444603
58566,20,2,1.19,36,Sales,Male,40,84810.15803671686
90145,6,3,1.72,26,Sales,Male,59,79905.07288947144
64765,23,4,4.3,41,IT,Female,33,90624.32047011357
47720,23,1,4.78,48,HR,Male,54,68581.32719063971
94261,23,2,4.89,51,Finance,Female,58,85769.0833182366
71314,15,1,4.42,57,HR,Female,60,80612.16966532696
11806,33,3,1.21,39,IT,Female,32,103336.90852680836
86744,38,3,1.43,40,Marketing,Female,37,56513.20159845319
65849,28,1,1.64,30,IT,Male,31,111298.47637298844
69553,1,2,1.42,64,Marketing,Male,49,78924.22627548841
30648,25,3,1.99,28,Marketing,Female,56,76097.13611192483
33661,15,4,1.42,44,IT,Female,53,102105.26377857236
27557,2,1,4.48,25,Marketing,Male,42,50262.0819788108
93926,4,1,2.35,41,Sales,Female,30,98023.77818662822
78113,34,1,2.53,32,Finance,Male,60,98108.98741206521
93404,36,4,4.79,38,Finance,Male,60,115904.14867156938
55881,32,2,4.42,56,IT,Male,59,115060.45491972756
38666,9,1,3.03,34,IT,Male,43,132063.37222231287
67249,24,4,4.63,36,HR,Male,55,87792.85032509065
41215,5,2,2.35,31,Sales,Male,46,73881.62884334178
87034,30,1,4.12,59,Marketing,Male,38,67340.1151663215
70560,25,3,1.06,57,Sales,Male,53,80108.9071115216
84730,7,3,1.7,41,IT,Male,49,100754.45525105417
30109,4,2,4.97,55,Sales,Male,52,64895.29510234561
9814,12,1,1.9,53,Finance,Male,52,64252.28093423267
13772,3,3,3.83,33,HR,Female,34,59678.83382238539
16229,30,2,1.32,23,Sales,Female,49,49932.08533823339
10000,4,3,2.19,35,IT,Female,49,109831.41098504026
89857,19,4,2.09,59,HR,Male,47,42756.69451575889
69610,24,1,2.45,45,IT,Male,51,106951.83376944548
90537,3,1,2.97,63,HR,Female,37,58846.57697191833
11895,10,1,1.54,25,Marketing,Female,37,56457.63373511333
12119,12,4,3.0,39,HR,Male,51,57302.2089830392
68523,16,2,3.5,25,HR,Female,56,52203.00555584028
39105,35,2,3.63,45,IT,Male,54,133744.91032418696
82457,9,4,1.55,61,Finance,Female,44,104774.58950440444
34846,26,1,2.79,58,Sales,Male,45,73275.18061847438
32096,17,1,1.11,30,Finance,Male,39,92385.21109909393
10121,31,3,3.77,40,IT,Female,42,98727.54939704496
63445,9,3,1.14,63,Finance,Male,36,82196.81086881112
59494,27,4,3.17,29,Marketing,Male,57,80815.04907322681
79199,7,2,3.48,54,Finance,Male,48,79631.42269134398
60162,29,2,3.49,21,HR,Male,39,67452.70050137675
39656,15,1,2.59,57,Finance,Male,39,106938.36663142838
92076,31,1,4.82,44,Marketing,Male,46,73052.11787437057
13875,19,3,1.44,34,IT,Female,40,104723.05754751519
49498,38,2,1.54,33,HR,Male,47,59539.00317817755
176,21,1,3.04,32,Marketing,Male,60,71891.16471106117
89829,7,4,3.06,32,Marketing,Female,31,98817.24278998465
73626,13,4,2.76,27,Finance,Female,50,100497.75967727738
8068,18,4,2.13,38,Sales,Male,43,69865.66612052867
93011,34,2,4.38,64,Finance,Female,54,80982.0386952776
58214,4,1,2.55,29,IT,Male,52,121899.77224813365
16262,27,1,3.0,62,Finance,Female,45,108100.04981108598
67428,11,1,1.32,44,IT,Male,44,90564.87640054771
5371,5,3,2.19,34,HR,Male,59,46498.31412087566
17769,20,4,3.04,62,Sales,Male,35,95824.40682224248
25162,22,4,2.29,52,Finance,Female,32,107740.83285449976
22159,8,2,4.32,62,Finance,Male,52,114141.3604877534
21377,13,1,1.24,62,HR,Female,44,67583.50500466627
42692,9,3,4.64,39,IT,Female,44,84784.2782064495
96432,27,4,1.75,28,Sales,Male,55,76688.98925502981
16871,23,2,1.33,48,HR,Female,55,48244.928726419115
48196,35,1,2.43,57,Finance,Female,47,64013.9522396552
82764,3,3,1.16,49,Finance,Female,34,100533.9036277731
9283,40,4,4.17,43,Marketing,Male,58,72692.61077274452
68416,12,3,4.51,54,Sales,Female,53,76970.90039614218
89196,25,2,2.91,65,IT,Male,47,126548.17144270676
21713,5,3,2.78,55,Finance,Female,58,103782.19533242004
15535,30,1,3.13,29,Sales,Female,48,88628.09109566292
48194,40,3,4.37,65,Finance,Female,42,77484.43843581555
28685,29,3,3.19,54,Finance,Male,47,86864.89418597687
93887,8,4,2.21,37,HR,Male,30,49776.25712089845
80114,21,1,2.52,51,IT,Female,40,62621.71729795869
90198,26,1,2.8,54,Finance,Female,46,116499.76426666451
27385,3,4,3.08,54,Marketing,Male,38,79516.22423071672
78816,9,2,2.72,62,Sales,Female,46,95335.50348686312
91664,23,2,3.13,40,IT,Male,44,88977.59188065231
29027,18,4,4.62,31,IT,Male,45,87247.78069747872
93535,2,2,2.18,26,HR,Male,35,61964.41902987999
18838,34,3,3.45,54,Sales,Male,32,62972.77635891313
65272,19,3,4.32,31,Sales,Male,54,91009.60388470492
74035,22,3,4.84,49,Sales,Female,49,79755.62355647479
41848,27,2,4.05,51,HR,Female,41,48988.51886283842
23075,39,3,1.7,28,HR,Male,46,68478.13938265681
94892,30,2,4.09,34,HR,Male,53,56219.66885816857
61931,32,1,3.88,64,IT,Male,53,82365.25689168261
15623,40,3,4.3,26,HR,Male,44,62797.78062786761
24685,2,1,1.33,64,HR,Male,54,38382.96348890248
96678,13,1,3.9,65,Sales,Female,35,65588.6417791932
33710,26,2,3.99,20,HR,Male,44,50234.34470862913
49392,13,4,3.8,31,Sales,Male,45,96474.88942176866
26651,34,1,1.18,52,Sales,Female,44,70027.77388255787
64707,14,2,3.7,50,Marketing,Female,34,68342.22269734317
10535,1,2,2.34,61,Marketing,Male,45,47971.19813481514
36343,39,4,3.36,54,IT,Male,37,128659.2513293463
35931,14,1,4.56,29,IT,Female,59,101746.15397811719
80528,13,4,3.75,47,HR,Male,34,54960.41994637712
16891,12,1,4.64,57,IT,Female,45,77724.40187532676
81779,23,1,4.78,45,Finance,Female,59,74488.55774949814
43885,21,4,4.9,28,Sales,Female,45,99326.7372009279
90052,9,1,3.49,31,Marketing,Female,45,65969.49061809626
74301,22,4,4.75,26,IT,Female,33,110347.80719780171
55593,20,1,1.08,30,Sales,Male,30,79396.48739299615
83925,16,4,3.82,33,IT,Female,49,128416.9223855885
18235,14,2,1.36,65,HR,Male,44,70480.86072865356
58432,28,4,1.92,22,IT,Female,45,92067.69986423365
21392,6,2,4.98,65,IT,Female,56,109325.06591452072
99733,17,3,4.32,41,IT,Male,47,126951.07695569747
10009,7,3,4.11,22,IT,Female,48,123307.74744482861
99790,13,4,2.42,23,Finance,Female,48,70519.740267579
38713,12,2,1.89,23,Marketing,Female,55,42597.29616623966
28647,15,2,2.18,58,Marketing,Male,37,80415.01217447936
7106,26,3,1.84,35,Sales,Female,45,73099.5755630661
19287,16,1,1.53,58,Marketing,Female,50,50566.073662682604
46968,28,4,2.19,38,HR,Female,39,53586.502464070385
55986,19,1,1.39,41,IT,Female,41,96626.22979630604
52956,24,3,2.04,34,IT,Male,54,131296.6119923829
47106,10,2,2.01,47,HR,Male,60,42734.055778872455
58177,23,3,2.04,35,Marketing,Female,41,59901.68145173784
1544,1,4,2.64,29,IT,Male,39,133641.09746083303
88295,28,3,2.37,48,HR,Male,51,72813.38989218851
25321,8,2,2.65,28,Sales,Male,52,87275.04873092026
41245,11,1,2.04,45,Marketing,Female,34,57267.26104106528
63687,15,2,1.79,26,HR,Female,60,55902.256320040746
86091,31,2,4.17,60,Sales,Male,44,77345.84321953909
98287,10,1,2.25,28,HR,Female,47,61078.50069955447
45925,17,2,1.51,55,Sales,Female,45,71445.30007874341
33846,11,4,1.23,26,Marketing,Male,58,56809.015224990915
9803,11,4,3.16,33,Finance,Female,32,85491.29736787618
2959,32,2,3.1,25,IT,Male,35,75479.61440419873
89513,24,4,1.27,40,Marketing,Male,55,72877.0643634674
76461,2,4,2.62,58,HR,Male,35,56153.08265553776
74644,29,1,4.06,30,IT,Female,50,98109.52123994927
15427,9,1,4.45,53,Sales,Male,52,74003.26853125262
67282,23,3,2.53,59,Marketing,Male,30,55024.222134478856
32212,20,1,3.06,33,Finance,Female,39,111348.07778193202
81436,39,1,1.96,53,Marketing,Female,43,76899.88477859515
1489,2,3,4.9,42,Marketing,Male,49,81655.65908877755
36236,30,3,1.31,64,Sales,Male,53,86582.6151042565
27495,33,2,3.04,22,IT,Male,42,96835.27942501384
15137,1,1,3.13,51,IT,Female,36,130481.52600665031
39977,33,2,3.69,59,Marketing,Female,45,94131.38836547761
40858,8,1,4.21,60,HR,Female,43,46067.05654757807
76906,4,4,4.19,55,Sales,Male,56,81466.49220032008
51001,4,4,2.53,22,HR,Male,54,61019.32695362453
25709,26,3,2.03,37,Sales,Female,35,59717.283949935125
98203,10,4,2.78,39,Finance,Male,36,76713.72136336415
44350,35,3,4.0,51,IT,Female,42,93559.02269383175
83883,21,4,3.71,49,Marketing,Female,46,89838.26386252975
75990,38,4,3.87,22,Finance,Male,34,93009.51377730773
25923,12,2,1.23,65,Sales,Female,46,63523.40385992736
30080,36,4,4.37,26,Marketing,Male,30,71372.34980029041
67655,27,4,1.46,53,Marketing,Female,49,83161.36513563101
33752,28,1,1.23,25,IT,Male,37,114626.78931758893
60275,28,2,4.42,36,HR,Male,35,68009.94350481914
42460,2,2,2.35,64,Sales,Male,35,95187.9397581945
6804,1,1,4.59,23,Marketing,Male,54,75619.88551963624
38431,12,4,4.28,58,IT,Female,45,131954.9663672404
29792,24,3,3.74,39,IT,Male,44,123728.66212936811
26647,13,1,2.97,52,Marketing,Female,58,47184.6561353984
38797,15,1,1.81,29,Sales,Male,51,75342.80278740889
95417,6,2,1.55,29,Marketing,Male,49,74946.80438534536
31364,12,1,1.63,39,Marketing,Female,37,69528.45744813155
44285,37,4,4.59,37,Marketing,Female,49,90579.53662868017
79646,28,2,4.48,20,Sales,Male,34,88497.64092662981
46593,14,4,3.06,52,Sales,Female,44,86540.5395460647
30709,22,1,2.72,23,HR,Female,32,82586.27415346155
93179,15,2,3.41,32,IT,Female,34,120479.51790291454
81864,36,4,1.81,48,IT,Male,37,109111.41090598682
7169,6,1,1.04,42,Finance,Male,42,101275.37015553648
44673,22,2,3.35,51,Marketing,Male,35,91454.37344794576
98818,34,2,1.87,33,HR,Male,41,81835.47795222836
62006,7,1,1.22,25,HR,Female,32,51436.79495518764
95952,37,3,3.53,48,Finance,Female,50,86214.54943794821
49352,29,2,3.11,36,IT,Female,58,71452.40959841573
81702,37,3,3.67,49,Marketing,Female,40,52486.56843216661
88201,6,1,3.86,24,Sales,Male,35,81952.54483254178
60112,9,1,3.97,22,Sales,Male,45,87976.32164506381
1321,26,3,4.05,65,Finance,Female,38,68435.3665443645
37110,2,3,3.96,59,HR,Male,55,49041.3059383632
11405,14,1,1.91,48,IT,Female,39,65992.72411467409
91084,37,2,1.42,39,Finance,Male,33,113269.2593130365
35822,5,4,3.92,42,Sales,Female,48,63498.495340099515
11758,32,4,2.57,61,Sales,Female,53,69728.18274078074
8584,33,2,1.29,52,Marketing,Male,43,57428.7192951004
15799,26,2,1.84,45,HR,Female,60,55703.2678301361
20931,1,4,4.33,22,Marketing,Female,58,90530.42090570538
35239,6,3,1.23,34,Finance,Female,49,80583.2736165273
41610,9,2,2.31,48,HR,Female,33,40409.108825234995
14187,16,4,3.54,30,IT,Male,50,91253.75163831969
32126,36,3,3.09,57,Finance,Male,35,103264.91841855377
40795,21,1,4.06,39,HR,Male,51,58664.26639881737
34040,16,3,4.49,52,Sales,Male,38,86662.52233806525
29075,20,3,1.61,25,Marketing,Male,33,63795.10762885169
10357,36,4,3.35,25,Sales,Female,48,102984.4825485827
74793,1,4,3.47,55,HR,Female,47,60860.04561578179
32454,11,4,4.38,32,Finance,Male,30,77515.83192724736
3949,17,4,1.49,20,IT,Female,51,87935.44996449153
5145,26,4,4.31,37,HR,Male,38,74990.15874929886
53549,19,3,1.02,58,Marketing,Female,59,70343.4235029447
28738,15,1,2.73,41,IT,Female,33,89521.84837073438
1036,12,1,4.94,46,Sales,Male,51,49765.39592530413
82169,7,1,4.7,56,Marketing,Male,60,65173.23314462421
65218,25,4,1.38,65,IT,Male,37,107869.06547608113
84064,24,1,1.67,62,Sales,Male,50,67642.39076364206
32745,4,2,3.76,33,IT,Male,60,94606.0593753226
59003,8,4,4.18,44,Finance,Male,34,105776.6201461717
75003,14,4,4.81,28,Sales,Female,50,86943.24869463505
41084,17,4,2.43,30,IT,Female,60,73880.00236653401
97334,35,3,1.59,44,IT,Male,36,121116.78534720295
1069,11,2,1.75,51,IT,Male,49,107934.93049791877
